bookID,title,authors,average_rating,isbn,isbn13,language_code,# num_pages,ratings_count,text_reviews_count
30290,The Republic of Plato,Plato-Allan Bloom,3.93,465069347,9.78047E+12,eng,487,1637,123
30292,Five Dialogues: Euthyphro  Apology  Crito  Meno  Phaedo,Plato-G.M.A. Grube-John M. Cooper,4.12,872206335,9.78087E+12,eng,156,14860,215
30300,The Last Days of Socrates,Plato-Hugh Tredennick-Harold Tarrant,4.07,140449280,9.78014E+12,eng,256,1571,104
30324,Blood and Chocolate,Annette Curtis Klause,3.77,440226686,9.78044E+12,en-US,264,35072,1982
30331,In the Forests of the Night,Amelia Atwater-Rhodes,3.87,440228166,9.78044E+12,eng,147,13262,492
30333,Wolfcry (The Kiesha'ra  #4),Amelia Atwater-Rhodes,3.77,385731957,9.78039E+12,en-US,198,5547,179
30334,Hawksong (The Kiesha'ra  #1),Amelia Atwater-Rhodes,4.16,044023803X,9.78044E+12,eng,243,19241,810
30335,Demon in My View,Amelia Atwater-Rhodes,4.04,440228840,9.78044E+12,eng,192,10803,389
30336,Shattered Mirror,Amelia Atwater-Rhodes,4.03,440229405,9.78044E+12,eng,240,9290,255
30337,Midnight Predator,Amelia Atwater-Rhodes,4.02,440237971,9.78044E+12,eng,256,7939,175
30343,Ricochet,Sandra Brown,3.97,1416532358,9.78142E+12,eng,400,14764,534
30347,The Alibi,Sandra Brown,4.03,446618675,9.78045E+12,eng,564,19574,493
30348,A Whole New Light,Sandra Brown,3.55,055329783X,9.78055E+12,eng,227,2817,189
30349,Where There's Smoke,Sandra Brown,3.96,446600342,9.78045E+12,eng,512,5683,224
30352,Led Astray (Hellraisers  #1),Sandra Brown-Erin St. Claire,3.75,778321584,9.78078E+12,eng,240,2561,139
30357,Words of Silk,Erin St. Claire-Sandra Brown,3.55,446614165,9.78045E+12,eng,224,2600,133
30358,Two Alone,Erin St. Claire-Sandra Brown,3.7,778324311,9.78078E+12,eng,282,2055,132
30362,Charade,Sandra Brown,3.93,446601853,9.78045E+12,en-US,496,5856,242
30363,Exclusive,Sandra Brown,3.96,446604232,9.78045E+12,eng,496,5660,327
30370,Texas! Sage (Texas! Tyler Family Saga  #3),Sandra Brown,4.02,553295004,9.78055E+12,eng,352,5949,187
30373,A Kiss Remembered,Erin St. Claire-Sandra Brown,3.47,446612618,9.78045E+12,eng,224,3590,163
30374,Fat Tuesday,Sandra Brown,3.84,446605581,9.78045E+12,eng,458,8024,331
30379,Seduction by Design,Erin St. Claire-Sandra Brown,3.54,446603104,9.78045E+12,eng,224,2811,113
30383,Best Kept Secrets,Sandra Brown,3.77,446533289,9.78045E+12,en-US,480,5588,286
30386,Demon Rumm,Sandra Brown,3.35,553576070,9.78055E+12,eng,230,3010,141
30394,Sunny Chandler's Return,Sandra Brown,3.59,553576062,9.78055E+12,eng,256,2855,132
30399,The Switch,Sandra Brown,3.92,749932554,9.78075E+12,eng,576,8824,448
30403,Play Dirty,Sandra Brown,3.89,743289358,9.78074E+12,eng,404,8908,596
30437,Texas! Lucky (Texas! Tyler Family Saga  #1),Sandra Brown,3.86,553289519,9.78055E+12,eng,336,6808,212
30458,Yesterday  I Cried,Iyanla Vanzant,4.22,684867486,9.78068E+12,en-US,304,2250,147
30474,The Communist Manifesto,Karl Marx-Friedrich Engels-Gareth Stedman Jones,3.54,140447571,9.78014E+12,eng,288,69715,2475
30510,Paula Spencer,Roddy Doyle,3.78,670038164,9.78067E+12,en-US,281,1895,181
30512,Paddy Clarke Ha Ha Ha,Roddy Doyle,3.75,2264022442,9.78226E+12,eng,307,16534,556
30551,Why Orwell Matters,Christopher Hitchens,3.94,465030505,9.78047E+12,eng,211,2740,182
30553,The Road to Wigan Pier,George Orwell-Richard Hoggart,3.89,141185295,9.78014E+12,eng,215,10457,650
30557,Shooting an Elephant,George Orwell,4.11,141187395,9.78014E+12,eng,368,6717,234
30561,Ape and Essence,Aldous Huxley,3.77,929587782,9.78093E+12,eng,222,3559,187
30593,Pnin,Vladimir Nabokov-David Lodge,3.89,1400041988,9.7814E+12,eng,143,13190,795
30594,Speak  Memory,Vladimir Nabokov,4.19,141183225,9.78014E+12,eng,255,8484,489
30597,The Hunchback of Notre-Dame,Victor Hugo-Walter J. Cobb,3.99,451527887,9.78045E+12,eng,510,136349,2406
30626,Letters to Children,C.S. Lewis-Lyle Wesley Dorsett-Marjorie Lamp Mead-Douglas Gresham,4.18,805420436,9.78081E+12,eng,128,1581,130
30633,The Four Loves,C.S. Lewis,4.15,6280897,9.78001E+12,en-US,170,33684,1051
30636,Miracles,C.S. Lewis,4.09,6280943,9.78001E+12,eng,294,12226,429
30658,Meditations on First Philosophy,René Descartes-Donald A. Cress,3.7,872201929,9.78087E+12,eng,59,15877,321
30659,Meditations,Marcus Aurelius-Martin Hammond-Diskin Clay,4.23,140449337,9.78014E+12,eng,303,64518,2719
30672,Darkness at Noon,Arthur Koestler-Daphne Hardy-Pınar Kür,4.05,553265954,9.78055E+12,eng,216,19727,825
30673,Darkness at Noon,Arthur Koestler-Daphne Hardy,4.05,1416540261,9.78142E+12,eng,273,1230,154
30680,Up in the Air,Walter Kirn,2.86,385722370,9.78039E+12,eng,320,3442,492
30681,Thumbsucker,Walter Kirn,3.43,385497091,9.78039E+12,eng,300,1187,110
30735,The Complete Essays,Michel de Montaigne-M.A. Screech,4.23,140446044,9.78014E+12,eng,1344,10321,282
30810,Reefer Madness: Sex  Drugs  and Cheap Labor in the American Black Market,Eric Schlosser,3.77,618446702,9.78062E+12,eng,352,5187,353
30812,Chew on This: Everything You Don't Want to Know About Fast Food,Eric Schlosser-Charles   Wilson,3.75,618710310,9.78062E+12,eng,259,3640,826
30818,The Rapture: In the Twinkling of an Eye   (Before They Were Left Behind  #3),Tim LaHaye-Jerry B. Jenkins,4.15,1414305818,9.78141E+12,en-GB,351,2771,107
30820,Kingdom Come: The Final Victory (Left Behind  #13),Tim LaHaye-Jerry B. Jenkins,3.99,842360611,9.78084E+12,eng,356,3967,176
30821,John's Story: The Last Eyewitness (The Jesus Chronicles  #1),Tim LaHaye-Jerry B. Jenkins,3.93,399153896,9.7804E+12,eng,310,1108,104
30842,Riot,Shashi Tharoor,3.7,143030906,9.78014E+12,eng,272,1261,123
30851,A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,Anonymous-Philip Boehm-Hans Magnus Enzensberger,4.32,312426119,9.78031E+12,eng,261,5754,665
30852,The Woman Warrior,Maxine Hong Kingston,3.73,679721886,9.78068E+12,eng,204,20095,1087
30855,A Woman in Jerusalem,A.B. Yehoshua-Hillel Halkin,3.41,151012261,9.78015E+12,en-US,256,820,128
30856,The Kept Woman,Susan Donovan,3.82,312939507,9.78031E+12,eng,384,3996,140
30868,The Bean Trees (Greer Family  #1),Barbara Kingsolver,3.96,812474945,9.78081E+12,eng,232,117003,5141
30889,The Crazyladies of Pearl Street,Trevanian,3.78,1400080371,9.7814E+12,eng,384,976,141
30891,The Summer of Katya,Trevanian,3.98,1400098041,9.7814E+12,eng,288,2176,113
30893,The Eiger Sanction (Jonathan Hemlock  #1),Trevanian,4.06,1400098025,9.7814E+12,eng,336,10094,140
30919,Scoop,Evelyn Waugh,3.85,141187492,9.78014E+12,eng,222,13639,577
30920,Full Scoop (Full #6),Janet Evanovich-Charlotte Hughes,3.79,312934319,9.78031E+12,eng,347,11908,259
30929,Decline and Fall,Evelyn Waugh,3.85,1417920769,9.78142E+12,eng,300,7364,395
30933,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,4,316926345,9.78032E+12,eng,351,76839,2950
30934,Black Mischief,Evelyn Waugh,3.77,316917338,9.78032E+12,eng,304,2349,129
30935,The Loved One,Evelyn Waugh,3.78,141184248,9.78014E+12,eng,127,7595,539
30948,The Rise of Christianity,Rodney Stark,4.04,60677015,9.78006E+12,eng,272,1308,144
30966,Rounding the Mark (Inspector Montalbano  #7),Andrea Camilleri-Stephen Sartarelli,4.06,014303748X,9.78014E+12,eng,272,2445,149
30968,Excursion to Tindari (Inspector Montalbano #5),Andrea Camilleri-Stephen Sartarelli,4.03,014303460X,9.78014E+12,eng,304,3174,183
30969,Voice of the Violin (Inspector Montalbano  #4),Andrea Camilleri-Stephen Sartarelli,4.03,142004456,9.78014E+12,eng,249,3669,245
31049,Sister Bernadette's Barking Dog: The Quirky History and Lost Art of Diagramming Sentences,Kitty Burns Florey,3.59,1933633107,9.78193E+12,eng,154,678,188
31054,For the Love of a Dog: Understanding Emotion in You and Your Best Friend,Patricia B. McConnell,4.32,345477146,9.78035E+12,en-US,382,2061,130
31072,Under the Volcano,Malcolm Lowry,3.79,60955228,9.78006E+12,eng,397,17382,799
31080,Malcolm X: A Graphic Biography,Andrew Helfer-Randy DuBurke,3.64,809095041,9.78081E+12,eng,112,560,102
31084,The Other Boleyn Girl,Philippa Gregory,4.05,743269837,9.78074E+12,eng,664,3092,381
31087,The Last Boleyn,Karen Harper,4.05,307237907,9.78031E+12,eng,592,8848,204
31089,The Secret Diary of Anne Boleyn,Robin Maxwell,3.8,684849690,9.78068E+12,eng,281,5109,301
31092,The Other Boleyn Girl,Philippa Gregory,4.05,739427113,9.78074E+12,eng,664,1156,105
31093,Lila: An Inquiry Into Morals,Robert M. Pirsig,3.78,553299611,9.78055E+12,eng,480,5131,288
31098,Swapping Lives,Jane Green,3.58,670034800,9.78067E+12,eng,410,24212,900
31099,Babyville,Jane Green,3.62,767912241,9.78077E+12,en-US,464,30307,550
31100,To Have and to Hold,Jane Green,3.63,767912276,9.78077E+12,eng,352,22462,435
31101,Mr. Maybe,Jane Green,3.44,767905202,9.78077E+12,eng,368,85775,823
31115,The Farming of Bones,Edwidge Danticat,4.07,140280499,9.78014E+12,eng,312,6511,582
31116,The Dew Breaker,Edwidge Danticat,3.79,1400034299,9.7814E+12,eng,244,5664,567
31122,I Capture the Castle,Dodie Smith,4,312181108,9.78031E+12,eng,343,62290,5742
31154,The Regime: Evil Advances  (Before They Were Left Behind  #2),Tim LaHaye-Jerry B. Jenkins,4.11,141430577X,9.78141E+12,en-US,391,3546,101
31157,The Rising: Antichrist is Born  (Before They Were Left Behind  #1),Tim LaHaye-Jerry B. Jenkins,4.19,842361936,9.78084E+12,eng,400,14261,187
31171,The Life of Charlotte Brontë,Elizabeth Gaskell-Angus Easson,3.9,192838059,9.78019E+12,eng,587,5390,123
31173,Villette,Charlotte Brontë-Ignes Sodre-A.S. Byatt,3.76,037575850X,9.78038E+12,eng,573,46665,2082
31175,The Professor,Charlotte Brontë,3.57,1582870950,9.78158E+12,eng,269,14050,517
31177,Morgan's Passing,Anne Tyler,3.79,449911721,9.78045E+12,eng,346,3970,109
31178,Back When We Were Grownups,Anne Tyler,3.52,345477243,9.78035E+12,eng,336,14612,1196
31180,Celestial Navigation,Anne Tyler,3.79,449911802,9.78045E+12,eng,288,3305,151
31181,Breathing Lessons,Anne Tyler,3.66,345485599,9.78035E+12,eng,350,19858,1094
31186,Patience & Sarah,Isabel Miller-Emma Donoghue,3.91,1551521911,9.78155E+12,en-US,225,3672,148
31196,The Razor's Edge,W. Somerset Maugham,4.19,1400034205,9.7814E+12,eng,314,28339,2062
31219,The Secret of Shambhala: In Search of the Eleventh Insight (Celestine Prophecy  #3),James Redfield,3.99,446676489,9.78045E+12,eng,256,4048,128
31226,The Janson Directive (Paul Janson  #1),Robert Ludlum,3.86,312989385,9.78031E+12,eng,693,7098,255
31229,The Ambler Warning,Robert Ludlum,3.72,312990693,9.78031E+12,eng,632,9104,348
31231,The Matarese Circle (Matarese #1),Robert Ludlum,4.05,752858556,9.78075E+12,eng,544,34409,263
31242,Bleak House,Charles Dickens-Nicola Bradbury-Hablot Knight Browne,4.01,143037617,9.78014E+12,eng,1017,77515,2307
31244,Our Mutual Friend,Charles Dickens,4.07,375761144,9.78038E+12,eng,801,21543,916
31250,Little Dorrit,Charles Dickens-Stephen J. Wall-Helen Small,3.98,141439963,9.78014E+12,eng,1021,38158,990
31259,The Bourne Ultimatum (Jason Bourne  #3),Robert Ludlum,4.05,752858491,9.78075E+12,eng,725,51142,682
31260,The Sigma Protocol,Robert Ludlum,3.79,312982518,9.78031E+12,eng,662,9116,243
31262,The Road to Gandolfo,Robert Ludlum-Michael  Shepherd,3.64,553271091,9.78055E+12,eng,320,5142,161
31265,The Scorpio Illusion,Robert Ludlum,3.84,752858475,9.78075E+12,en-GB,624,5894,101
31266,The Scarlatti Inheritance,Robert Ludlum,3.84,752858653,9.78075E+12,eng,381,10878,125
31267,The Arctic Event (Covert-One  #7),James H. Cobb-Robert Ludlum,4.01,446699071,9.78045E+12,eng,390,4299,123
31268,The Aquitaine Progression,Robert Ludlum,3.93,752858521,9.78075E+12,eng,800,16113,103
31299,Hickory Dickory Dock (Hercule Poirot  #32),Agatha Christie-Hugh Fraser,3.74,1572705647,9.78157E+12,eng,196,12677,337
31300,A Caribbean Mystery (Miss Marple  #10),Agatha Christie,3.79,451199928,9.78045E+12,eng,224,17398,681
31301,Miss Marple's Final Cases (Miss Marple #14),Agatha Christie,3.81,2315963,9.78E+12,eng,160,4006,149
31304,Nemesis (Miss Marple #12),Agatha Christie,3.85,451200187,9.78045E+12,eng,224,17937,703
31309,The Thirteen Problems (Miss Marple  #2),Agatha Christie,3.89,7120869,9.78001E+12,eng,315,12840,578
31312,The Dance of Anger,Harriet Lerner,4.05,006074104X,9.78006E+12,eng,239,16217,557
31313,Dance of the Gods (Circle Trilogy  #2),Nora Roberts,4.14,515141666,9.78052E+12,eng,321,24552,564
31314,Barnyard Dance,Sandra Boynton,4.25,1563054426,9.78156E+12,en-US,24,20885,472
31316,The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,Harriet Lerner,4.06,006091646X,9.78006E+12,eng,255,7128,177
31326,Theatre,W. Somerset Maugham,4.14,037572463X,9.78038E+12,eng,304,4740,164
31331,Blood Canticle (The Vampire Chronicles  #10),Anne Rice,3.72,99460173,9.7801E+12,eng,400,18646,318
31332,The Vampire Armand (The Vampire Chronicles  #6),Anne Rice,3.76,345434803,9.78035E+12,eng,457,58129,697
31333,Violin,Anne Rice,3.27,8466302204,9.78847E+12,eng,289,15588,404
31335,Cry to Heaven,Anne Rice,3.84,345396936,9.78035E+12,eng,566,17761,553
31336,The Tale of the Body Thief (The Vampire Chronicles  #4),Anne Rice,3.72,345419634,9.78035E+12,eng,468,71219,997
31337,Blackwood Farm (The Vampire Chronicles  #9),Anne Rice,3.86,99446723,9.7801E+12,eng,774,26145,501
31338,Memnoch the Devil (The Vampire Chronicles  #5),Anne Rice,3.74,096319254X,9.78096E+12,eng,354,66610,1190
31340,Lasher (Lives of the Mayfair Witches  #2),Anne Rice,3.85,99471434,9.7801E+12,eng,883,48445,644
31341,Blood And Gold (The Vampire Chronicles  #8),Anne Rice,3.89,99271494,9.7801E+12,eng,752,27476,425
31342,Vittorio  The Vampire (New Tales of the Vampires  #2),Anne Rice,3.51,5559609129,9.78556E+12,eng,352,22589,315
31343,Pandora (New Tales of the Vampires  #1),Anne Rice,3.75,8466302948,9.78847E+12,spa,383,35538,508
31345,Hot Stuff (Cate Madigan #1),Janet Evanovich-Leanne Banks,3.74,312941463,9.78031E+12,en-US,281,9068,391
31351,Treasure Box,Orson Scott Card,3.32,006109398X,9.78006E+12,eng,384,3603,190
31352,Songmaster,Orson Scott Card,3.73,312876629,9.78031E+12,en-US,352,6307,283
31353,Stone Tables,Orson Scott Card,3.87,1573456632,9.78157E+12,eng,448,1705,132
31354,Earthfall (Homecoming  #4),Orson Scott Card,3.5,812532961,9.78081E+12,en-US,370,8356,120
31357,Prentice Alvin (Tales of Alvin Maker  #3),Orson Scott Card,3.78,1841490237,9.78184E+12,en-US,342,15210,245
31360,Children of the Mind (Ender's Saga  #4),Orson Scott Card,3.75,765304740,9.78077E+12,eng,370,82264,1938
31363,How to Write Science Fiction & Fantasy,Orson Scott Card,3.9,158297103X,9.78158E+12,eng,140,3300,254
31364,What Came Before He Shot Her (Inspector Lynley  #14),Elizabeth  George,3.55,60545623,9.78006E+12,eng,560,6502,642
31365,With No One as Witness (Inspector Lynley  #13),Elizabeth  George,4.03,60545615,9.78006E+12,eng,784,9641,502
31366,Deception on His Mind (Inspector Lynley  #9),Elizabeth  George,4.04,553575090,9.78055E+12,eng,752,7764,269
31368,I  Richard,Elizabeth  George,3.46,055338242X,9.78055E+12,eng,245,1448,106
31373,In Pursuit of the Proper Sinner (Inspector Lynley  #10),Elizabeth  George,4.09,553575104,9.78055E+12,eng,752,10262,280
31374,A Great Deliverance (Inspector Lynley  #1),Elizabeth  George,4.05,553278029,9.78055E+12,eng,413,31629,1328
31391,For the Sake of Elena (Inspector Lynley  #5),Elizabeth  George,3.99,340831367,9.78034E+12,eng,388,10233,304
31456,The Twits,Roald Dahl-Quentin Blake,3.95,141318309,9.78014E+12,eng,96,93010,2419
31463,Far From the Madding Crowd,Thomas Hardy-Rosemarie Morgan-Shannon Russell,3.94,141439653,9.78014E+12,eng,433,101129,3605
31474,Slaughterhouse: The Shocking Story of Greed  Neglect  And Inhumane Treatment Inside the U.S. Meat Industry,Gail A. Eisnitz,4.35,1591024501,9.78159E+12,en-US,328,1214,142
31476,A Dance At The Slaughterhouse (Matthew Scudder  #9),Lawrence Block,4.17,380813734,9.78038E+12,eng,294,3241,140
31486,Ruby the Red Fairy (Rainbow Magic  #1),Daisy Meadows-Georgie Ripper,3.83,043973861X,9.78044E+12,en-US,65,4164,306
31487,Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,Richard Dawkins,4.02,618056734,9.78062E+12,eng,352,9168,183
31488,The Rainbow Goblins,Ul De Rico,4.42,500277591,9.7805E+12,eng,32,1383,139
31490,The Serpent and the Rainbow,Wade Davis,3.91,684839296,9.78068E+12,en-US,304,3233,279
31491,The Rainbow (Brangwen Family  #1),D.H. Lawrence-Daphne Merkin,3.69,451530306,9.78045E+12,eng,544,15483,443
31493,Standing in the Rainbow (Elmwood Springs  #2),Fannie Flagg,4.04,345452887,9.78035E+12,eng,560,13215,856
31507,Love's Enduring Promise (Love Comes Softly #2),Janette Oke,4.18,764228498,9.78076E+12,eng,239,10463,310
31548,Of Human Bondage,W. Somerset Maugham-Benjamin DeMott-Maeve Binchy,4.13,451530179,9.78045E+12,eng,684,36236,2130
31555,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran-Sandra Blakeslee-Oliver Sacks,4.25,688172172,9.78069E+12,eng,352,14549,512
31623,Blow Fly (Kay Scarpetta  #12),Patricia Cornwell,3.76,425198731,9.78043E+12,eng,467,31269,704
31626,The Gift of the Magi and Other Short Stories,O. Henry,4.14,486270610,9.78049E+12,eng,96,4337,128
31646,James and the Giant Peach,Roald Dahl,4,590505904,9.78059E+12,en-US,120,4031,222
31659,The Progress of Love,Alice Munro,4.15,375724702,9.78038E+12,eng,320,2039,110
31676,The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1),Sally Smith O'Rourke,3.37,075821037X,9.78076E+12,eng,303,1719,227
31678,Jane Austen: A Life,Carol Shields,3.85,143035169,9.78014E+12,eng,192,2221,167
31693,Persuasion,Jane Austen-Gillian Beer,4.13,141439688,9.78014E+12,eng,325,5019,525
31695,Jane and the Wandering Eye (Jane Austen Mysteries  #3),Stephanie Barron,3.85,553578170,9.78055E+12,eng,320,1939,106
31751,Ship of Ghosts: The Story of the USS Houston  FDR's Legendary Lost Cruiser  and the Epic Saga of Her Survivors,James D. Hornfischer,4.17,553803905,9.78055E+12,en-US,530,1957,128
31785,The Will to Power,Friedrich Nietzsche-Walter Kaufmann-R.J. Hollingdale,4.05,394704371,9.78039E+12,eng,575,7692,127
31795,The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,4.11,671739166,9.78067E+12,eng,704,10039,524
31813,The Simpsons and Philosophy: The D'oh! of Homer,William Irwin-Aeon J. Skoble-Mark T. Conard,3.47,812694333,9.78081E+12,eng,256,1983,131
31818,The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,3.73,156717204,9.78016E+12,eng,272,32180,381
31837,The Consolation of Philosophy,Boethius-Victor Watts,3.97,140447806,9.78014E+12,eng,192,7841,337
31862,Discourse on Method and Meditations on First Philosophy,René Descartes-Donald A. Cress,3.7,872204200,9.78087E+12,eng,103,23456,305
31968,Walking the Bible: A Journey by Land Through the Five Books of Moses,Bruce Feiler,3.86,60838639,9.78006E+12,eng,451,2467,329
31975,Astonishing X-Men  Volume 2: Dangerous,Joss Whedon-John Cassaday,4.19,078511677X,9.78079E+12,eng,152,10490,274
31979,Astonishing X-Men  Volume 1: Gifted,Joss Whedon-John Cassaday,4.17,785115315,9.78079E+12,eng,152,23613,544
31981,Astonishing X-Men  Volume 3: Torn,Joss Whedon-John Cassaday,4.24,785117598,9.78079E+12,eng,152,8622,236
32067,Lady Chatterley's Lover,D.H. Lawrence-Doris Lessing-Chester Brown,3.5,014303961X,9.78014E+12,eng,364,46964,1694
32071,Sons and Lovers,D.H. Lawrence-Geoff Dyer,3.62,375753737,9.78038E+12,eng,654,37636,1206
32078,Amnesia Moon,Jonathan Lethem,3.49,015603154X,9.78016E+12,eng,256,2882,224
32080,Paul Revere's Ride,David Hackett Fischer,4.11,195098315,9.7802E+12,eng,464,3651,198
32081,Albion's Seed: Four British Folkways in America (America: A Cultural History  Vol. I),David Hackett Fischer,4.31,195069056,9.7802E+12,eng,972,2163,257
32085,All Creatures Great and Small (All Creatures Great and Small  #1),James Herriot,4.32,312965788,9.78031E+12,eng,437,65381,1732
32087,All Creatures Great and Small / All Things Bright and Beautiful,James Herriot,4.25,1567313450,9.78157E+12,eng,820,11209,187
32096,The All-True Travels and Adventures of Lidie Newton,Jane Smiley,3.57,449910830,9.78045E+12,eng,452,2080,247
32097,The Age of Grief,Jane Smiley,3.82,385721870,9.78039E+12,eng,224,1341,119
32102,Venetia,Georgette Heyer,4.09,373771665,9.78037E+12,eng,364,9627,730
32103,Lady of Quality,Georgette Heyer,3.87,99474468,9.7801E+12,eng,267,5706,432
32104,False Colours,Georgette Heyer,3.85,99476339,9.7801E+12,eng,303,4332,318
32105,Sylvester,Georgette Heyer-Joan Wolf,4.11,373836082,9.78037E+12,eng,410,9626,582
32106,The Convenient Marriage,Georgette Heyer-Richard Armitage,3.68,99474425,9.7801E+12,eng,272,8899,799
32107,Sprig Muslin,Georgette Heyer,3.79,99476355,9.7801E+12,eng,268,4847,385
32108,The Talisman Ring,Georgette Heyer,4,99474395,9.7801E+12,eng,268,5332,450
32111,The Foundling,Georgette Heyer-Kay Hooper,3.85,373835493,9.78037E+12,eng,406,3599,260
32129,Spiritual Midwifery,Ina May Gaskin,4.38,1570671044,9.78157E+12,eng,482,4965,418
32137,Summer of the Dragon,Elizabeth Peters,3.92,380731223,9.78038E+12,eng,352,2359,100
32138,Devil May Care,Elizabeth Peters,3.87,380731150,9.78038E+12,eng,352,2196,104
32139,The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,4.05,380731959,9.78038E+12,eng,389,12003,335
32143,The Curse of the Pharaohs (Amelia Peabody  #2),Elizabeth Peters,4.01,1841191094,9.78184E+12,eng,320,13529,706
32145,Stiff: The Curious Lives of Human Cadavers,Mary Roach,4.06,393324826,9.78039E+12,eng,303,144610,11109
32184,Thanksgiving on Thursday (Magic Tree House  #27),Mary Pope Osborne-Salvatore Murdocca,3.84,375806156,9.78038E+12,eng,73,6115,204
32226,Horse Heaven,Jane Smiley,3.88,804119430,9.7808E+12,eng,640,4504,321
32234,White Oleander,Janet Fitch,3.96,316182540,9.78032E+12,eng,446,277863,5894
32254,The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,4.02,345476999,9.78035E+12,eng,355,26173,1158
32255,Vanish (Rizzoli & Isles  #5),Tess Gerritsen,4.12,345476980,9.78035E+12,eng,401,45210,1115
32257,The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,4.14,553815024,9.78055E+12,eng,419,31763,1054
32258,Body Double (Rizzoli & Isles  #4),Tess Gerritsen,4.18,034545894X,9.78035E+12,en-US,432,34772,1167
32260,Gravity,Tess Gerritsen,4.04,6513085,9.78001E+12,eng,342,8024,591
32262,Life Support,Tess Gerritsen,3.99,671553046,9.78067E+12,eng,400,10757,341
32263,The Surgeon (Rizzoli & Isles  #1),Tess Gerritsen,4.1,055381706X,9.78055E+12,eng,416,103747,2766
32264,The Family That Couldn't Sleep: A Medical Mystery,D.T. Max,3.9,1400062454,9.7814E+12,eng,299,4386,341
32275,River Out of Eden: A Darwinian View of Life,Richard Dawkins-Lalla Ward,3.97,465069908,9.78047E+12,en-US,172,5653,183
32276,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,4.17,345346297,9.78035E+12,eng,271,14974,452
32289,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,4.35,743202414,9.78074E+12,en-US,304,4769,570
32349,Mutant Message Down Under,Marlo Morgan,3.79,60723513,9.78006E+12,eng,224,10778,1224
32351,Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,4.05,142004820,9.78014E+12,eng,448,2968,200
32370,Dry,Augusten Burroughs,4.02,312423799,9.78031E+12,eng,293,75017,3076
32373,Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind,Michael J. Bradley,4.3,936197447,9.78094E+12,en-US,332,759,134
32396,Henry IV  Part 1,William Shakespeare-Barbara A. Mowat-Paul Werstine,3.82,743485041,9.78074E+12,eng,336,1519,132
32417,Black Sunday,Thomas  Harris,3.6,451217411,9.78045E+12,eng,311,6784,161
32418,Hannibal (Hannibal Lecter  #3),Thomas  Harris,3.75,99297701,9.7801E+12,eng,564,67365,2023
32421,Velocity,Dean Koontz,3.86,553588257,9.78055E+12,eng,460,51746,1477
32422,Hideaway,Dean Koontz,3.83,425203891,9.78043E+12,eng,413,29475,425
32424,Lightning,Dean Koontz,4.07,425192032,9.78043E+12,eng,384,47491,1566
32426,Icebound,David Axton-Dean Koontz,3.76,553582909,9.78055E+12,eng,408,16801,343
32428,Shadow Fires,Leigh Nichols-Dean Koontz,3.78,425136981,9.78043E+12,eng,528,9527,162
32430,The Bad Place,Dean R. Koontz,3.89,425195481,9.78043E+12,eng,427,29473,504
32432,Fear Nothing (Moonlight Bay  #1),Dean Koontz,3.99,553579754,9.78055E+12,eng,448,30848,815
32433,The Key to Midnight,Dean Koontz-Leigh Nichols,3.95,425147517,9.78043E+12,eng,419,24159,230
32434,Mr. Murder,Dean Koontz,3.74,425210758,9.78043E+12,eng,493,21700,428
32435,Phantoms,Dean Koontz,3.94,425181103,9.78043E+12,eng,448,59938,991
32437,The Face,Dean Koontz,3.7,553584480,9.78055E+12,eng,649,18321,542
32438,Shattered,Dean Koontz,3.9,425099334,9.78043E+12,eng,289,19255,211
32439,Intensity,Dean Koontz,4.04,553582917,9.78055E+12,eng,436,62698,2224
32441,The Good Guy,Dean Koontz,3.82,553804812,9.78055E+12,eng,386,28650,1286
32443,The Eyes of Darkness,Leigh Nichols-Dean Koontz,3.86,425153975,9.78043E+12,eng,366,14828,255
32446,The Door to December,Richard Paige-Dean Koontz,3.95,451205421,9.78045E+12,eng,518,31774,562
32453,The Servants of Twilight,Leigh Nichols-Dean Koontz,3.83,747236380,9.78075E+12,eng,499,15372,197
32456,Darkfall,Dean Koontz,3.82,425214591,9.78043E+12,eng,371,16608,345
32483,Shakespeare: The Biography,Peter Ackroyd,3.99,140007598X,9.7814E+12,eng,608,1487,121
32499,The Pelican Brief,John Grisham-Джон Гришэм,3.98,385339704,9.78039E+12,eng,400,323142,1844
32501,Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly,4.11,316734950,9.78032E+12,eng,405,34543,1420
